County,State,None,D0,D1,D2,D3,D4
Albany County,NY,90.42735849056604,9.572641509433963,0.0,0.0,0.0,0.0
Albany County,WY,43.14905660377359,56.85094339622641,41.50698113207547,9.635849056603773,0.4566037735849057,0.0
Albemarle County,VA,48.456226415094335,51.543773584905665,33.50924528301887,9.070754716981131,0.024339622641509434,0.0
Alcona County,MI,57.53528301886792,42.46471698113208,0.0,0.0,0.0,0.0
Alcorn County,MS,73.21037735849056,26.789622641509432,22.71490566037736,20.754716981132077,17.115283018867924,0.0
Aleutians East Borough,AK,100.0,0.0,0.0,0.0,0.0,0.0
Aleutians West Census Area,AK,100.0,0.0,0.0,0.0,0.0,0.0
Alexander County,IL,50.18471698113208,49.81528301886792,19.197169811320755,5.436603773584905,0.0,0.0
Alexander County,NC,76.11037735849057,23.889622641509437,18.60245283018868,13.120000000000001,0.0,0.0
Alexandria City,VA,48.920754716981136,51.079245283018864,22.641509433962263,0.0,0.0,0.0
Alfalfa County,OK,37.0,63.0,58.15056603773585,49.75377358490566,39.87603773584905,11.21320754716981
Alger County,MI,87.05735849056603,12.942641509433964,0.0,0.0,0.0,0.0
Allamakee County,IA,41.80264150943396,58.19735849056604,53.75377358490566,44.433584905660375,13.66943396226415,1.8867924528301887
Allegan County,MI,79.33188679245283,20.668113207547172,9.624150943396225,0.3584905660377358,0.0,0.0
Allegany County,MD,59.66169811320755,40.33830188679245,4.2524528301886795,0.0,0.0,0.0
Allegany County,NY,47.581886792452835,52.418113207547165,20.406226415094338,0.0,0.0,0.0
Alleghany County,NC,77.35849056603773,22.641509433962263,15.882075471698114,7.547169811320755,0.0,0.0
Alleghany County,VA,57.36471698113208,42.63528301886792,23.291509433962265,2.816981132075471,0.0,0.0
Allegheny County,PA,77.09962264150944,22.900377358490566,7.456792452830189,0.0,0.0,0.0
Allen County,IN,57.687547169811324,42.312452830188676,17.96811320754717,0.0,0.0,0.0
Allen County,KS,0.0,100.0,98.30396226415094,68.86622641509433,20.722075471698112,0.0020754716981132076
Allen County,KY,75.38018867924528,24.619811320754714,4.948490566037735,0.0,0.0,0.0
Allen County,OH,40.83924528301887,59.16075471698113,20.884528301886796,0.0,0.0,0.0
Allen Parish,LA,47.092830188679244,52.907169811320756,49.007924528301885,43.36716981132076,35.84905660377358,27.852641509433962
Allendale County,SC,90.82018867924529,9.179811320754716,5.431698113207547,0.0,0.0,0.0
Alpena County,MI,65.87037735849057,34.129622641509435,0.0,0.0,0.0,0.0
Alpine County,CA,81.70830188679246,18.29169811320755,12.428490566037736,1.8886792452830188,0.0,0.0
Amador County,CA,81.98641509433962,18.013584905660377,11.610000000000001,3.21,1.3232075471698113,0.0
Amelia County,VA,76.55566037735849,23.444339622641508,2.649811320754717,0.0,0.0,0.0
Amherst County,VA,38.80264150943396,61.19735849056604,33.09509433962264,13.229056603773584,0.04245283018867924,0.0
Amite County,MS,46.00169811320755,53.99830188679245,38.772075471698116,36.88528301886792,27.842641509433964,18.94452830188679
Anasco Municipio,PR,68.36773584905661,31.632264150943396,16.63622641509434,0.0,0.0,0.0
Anchorage Municipality,AK,90.72056603773584,9.279433962264152,0.0,0.0,0.0,0.0
