"Unit ID","Subnational unit (province, state)","Latitude","Longitude","Status","Status year","Production/reserves","Fuel description","Data year","Quantity (converted)","Units (converted)"
"OG0014200","Federal offshore",27.3265,-90.539,"operating",2023,"production","oil","2022.0",5.705194,"million bbl/y"
"OG0014201","Federal offshore",27.339,-91.393,"operating",2023,"production","gas","2023.0",108.8818915,"million m³/y"
"OG0014202","Federal offshore",27.091,-90.8115,"operating",2023,"reserves","gas","2019.0",237.8592666,"million m³"
"OG0014202","Federal offshore",27.091,-90.8115,"operating",2023,"production","oil","2020.0",2.648226,"million bbl/y"
"OG0014203","Federal offshore",29.1095,-87.946,"operating",2023,"production","gas","2020.0",18.14379159,"million m³/y"
"OG0014203","Federal offshore",29.1095,-87.946,"operating",2023,"production","oil","2020.0",0.625926,"million bbl/y"
"OG0014213","West Virginia",39.41623545,-80.86408848,"operating",2023,"production","ngl","2023.0",29.642339,"million bbl/y"
"OG0014213","West Virginia",39.41623545,-80.86408848,"operating",2023,"production","oil","2021.0",3.466868,"million bbl/y"
"OG0014214","West Virginia",39.28692158,-80.7158273,"operating",2023,"production","gas","2021.0",7489.100609,"million m³/y"
"OG0014214","West Virginia",39.28692158,-80.7158273,"operating",2023,"production","oil","2020.0",0.694443,"million bbl/y"
"OG0014215","West Virginia",39.27328159,-80.92867123,"operating",2023,"production","gas","2021.0",4190.803766,"million m³/y"
"OG0014215","West Virginia",39.27328159,-80.92867123,"operating",2023,"production","ngl","2020.0",2.358592,"million bbl/y"
"OG0014216","West Virginia",39.25999806,-80.45571759,"operating",2023,"production","gas","2020.0",1632.609344,"million m³/y"
"OG0014216","West Virginia",39.25999806,-80.45571759,"operating",2023,"production","oil","2020.0",0.000158,"million bbl/y"
"OG0014217","West Virginia",39.66666667,-80.5,"operating",2023,"production","gas","2020.0",142.9224975,"million m³/y"
"OG0014217","West Virginia",39.66666667,-80.5,"operating",2023,"production","oil","2020.0",0.026539,"million bbl/y"
"OG0014218","Ohio",39.82401764,-81.25332059,"operating",2020,"production","oil","2021.0",0.010197,"million bbl/y"
"OG0014219","Ohio",39.8811395,-81.3489624,"operating",2020,"production","oil","2021.0",0.177149,"million bbl/y"
"OG0014273","Federal offshore",28.931,-90.334,"operating",2023,"reserves","gas","2019.0",181.2261079,"million m³"
"OG0014273","Federal offshore",28.931,-90.334,"operating",2023,"production","gas","2020.0",55.31445561,"million m³/y"
"OG0014273","Federal offshore",28.931,-90.334,"operating",2023,"production","oil","2020.0",1.62945,"million bbl/y"
"OG0014274","Federal offshore",28.432,-91.4735,"operating",2023,"production","gas","2023.0",17.76287696,"million m³/y"
"OG0014274","Federal offshore",28.432,-91.4735,"operating",2023,"production","oil","2023.0",0.620251,"million bbl/y"
"OG0014275","Federal offshore",28.22,-91.70625,"operating",2023,"reserves","gas","2019.0",535.1833499,"million m³"
"OG0014275","Federal offshore",28.22,-91.70625,"operating",2023,"production","gas","2020.0",86.5123885,"million m³/y"
"OG0014275","Federal offshore",28.22,-91.70625,"operating",2023,"production","oil","2023.0",1.679359,"million bbl/y"
"OG0014276","Federal offshore",27.999,-93.96,"operating",2023,"production","gas","2020.0",148.444457,"million m³/y"
"OG0014276","Federal offshore",27.999,-93.96,"operating",2023,"production","oil","2023.0",0.161302,"million bbl/y"
"OG0014278","Federal offshore",28.54628571,-91.53042857,"operating",2023,"reserves","gas","2019.0",2568.313748,"million m³"
"OG0014278","Federal offshore",28.54628571,-91.53042857,"operating",2023,"production","gas","2020.0",95.75118222,"million m³/y"
"OG0014278","Federal offshore",28.54628571,-91.53042857,"operating",2023,"production","oil","2022.0",2.103952,"million bbl/y"
"OG0014285","West Virginia",39.24168793,-80.3673335,"operating",2023,"production","gas","2021.0",1067.674002,"million m³/y"
"OG0014286","West Virginia",37.93766667,-80.05105006,"operating",2023,"production","gas","2023.0",913.6052103,"million m³/y"
"OG0014286","West Virginia",37.93766667,-80.05105006,"operating",2023,"production","ngl","2023.0",0,"million bbl/y"
"OG0014288","Ohio",40.09991816,-80.95831393,"operating",2020,"production","gas","2021.0",7363.988843,"million m³/y"
"OG0014290","Ohio",40.07813124,-81.32687204,"operating",2020,"production","gas","2019.0",1260.718505,"million m³/y"
"OG0014300","Louisiana",29.49937299,-90.3637917,"operating",2024,"production","gas","2020.0",9.155033272,"million m³/y"
"OG0014300","Louisiana",29.49937299,-90.3637917,"operating",2024,"production","oil","2023.0",0.190989,"million bbl/y"
"OG0014301","Louisiana",29.96114677,-92.54804292,"operating",2022,"production","oil","2022.0",0.000344,"million bbl/y"
"OG0014317","Louisiana",30.26672879,-91.61433851,"operating",2024,"production","oil","2023.0",1.450705,"million bbl/y"
"OG0014318","Colorado",40.54274379,-104.749399,"operating",2024,"production","gas","2020.0",293.178621,"million m³/y"
"OG0014323","Federal offshore",28.146,-89.854,"operating",2023,"production","gas","2022.0",114.4603426,"million m³/y"
"OG0014323","Federal offshore",28.146,-89.854,"operating",2023,"production","oil","2023.0",1.83939,"million bbl/y"
"OG0014324","Federal offshore",28.561,-88.434,"operating",2023,"production","gas","2020.0",65.06790316,"million m³/y"
"OG0014324","Federal offshore",28.561,-88.434,"operating",2023,"reserves","oil","2019.0",15.4,"million bbl"
"OG0014324","Federal offshore",28.561,-88.434,"operating",2023,"production","oil","2023.0",3.757534,"million bbl/y"
"OG0014325","Federal offshore",28.999,-88.143,"operating",2023,"production","gas","2022.0",118.6607957,"million m³/y"
"OG0014325","Federal offshore",28.999,-88.143,"operating",2023,"production","oil","2022.0",1.166691,"million bbl/y"
"OG0014342","Federal offshore",27.3354,-90.1144,"operating",2023,"production","gas","2022.0",152.734164,"million m³/y"
"OG0014342","Federal offshore",27.3354,-90.1144,"operating",2023,"production","oil","2022.0",13.722902,"million bbl/y"
"OG0014345","Colorado",40.652082,-104.0780917,"operating",2024,"production","oil","2020.0",1.12761,"million bbl/y"
"OG0014348","Louisiana",32.97623943,-93.99329055,"operating",2022,"production","condensate","2020.0",2.3e-05,"million bbl/y"
"OG0014374","Colorado",40.37995707,-104.3535091,"operating",2024,"production","gas","2020.0",720.1629902,"million m³/y"
"OG0014391","Federal offshore",28.18266667,-88.49466667,"operating",2023,"production","gas","2022.0",521.2969277,"million m³/y"
"OG0014391","Federal offshore",28.18266667,-88.49466667,"operating",2023,"production","oil","2020.0",29.053847,"million bbl/y"
"OG0014392","Federal offshore",27.24333333,-90.01266667,"operating",2023,"production","gas","2023.0",568.3866063,"million m³/y"
"OG0014393","Federal offshore",27.1564,-90.3042,"operating",2023,"production","gas","2020.0",168.7772901,"million m³/y"
"OG0014393","Federal offshore",27.1564,-90.3042,"operating",2023,"reserves","oil","2019.0",130.2,"million bbl"
"OG0014393","Federal offshore",27.1564,-90.3042,"operating",2023,"production","oil","2023.0",33.05956,"million bbl/y"
"OG0014394","Federal offshore",28.211,-88.5525,"operating",2023,"production","oil","2023.0",11.378024,"million bbl/y"
"OG0014395","Federal offshore",28.562,-88.311,"operating",2023,"reserves","gas","2019.0",600.3114824,"million m³"
"OG0014395","Federal offshore",28.562,-88.311,"operating",2023,"production","gas","2022.0",102.8261928,"million m³/y"
"OG0014395","Federal offshore",28.562,-88.311,"operating",2023,"production","oil","2020.0",6.42536,"million bbl/y"
"OG0014396","Federal offshore",28.604,-88.435,"operating",2023,"production","gas","2022.0",108.0248336,"million m³/y"
"OG0014396","Federal offshore",28.604,-88.435,"operating",2023,"production","oil","2020.0",2.354501,"million bbl/y"
"OG0014397","Federal offshore",28.462,-88.121,"operating",2023,"reserves","gas","2019.0",857.9923545,"million m³"
"OG0014397","Federal offshore",28.462,-88.121,"operating",2023,"production","gas","2022.0",134.4289395,"million m³/y"
"OG0014397","Federal offshore",28.462,-88.121,"operating",2023,"production","oil","2023.0",3.366153,"million bbl/y"
"OG0014398","Federal offshore",28.4535,-88.236,"operating",2023,"production","gas","2020.0",48.34645335,"million m³/y"
"OG0014398","Federal offshore",28.4535,-88.236,"operating",2023,"production","oil","2020.0",1.795104,"million bbl/y"
"OG0014403","Louisiana",32.22330193,-93.63618448,"operating",2022,"production","gas","2022.0",16.62200198,"million m³/y"
"OG0014411","Louisiana",32.08273893,-93.46449864,"operating",2024,"production","gas","2022.0",414.3085091,"million m³/y"
"OG0014412","Louisiana",32.36382451,-93.5258024,"operating",2024,"production","gas","2020.0",670.5436783,"million m³/y"
"OG0014414","Louisiana",32.26576159,-93.46364856,"operating",2024,"production","gas","2022.0",654.4814102,"million m³/y"
"OG0014415","Louisiana",32.22511037,-93.51493411,"operating",2024,"production","gas","2022.0",226.6591817,"million m³/y"
"OG0014417","Louisiana",32.48874919,-93.98313757,"operating",2024,"production","gas","2023.0",301.7762424,"million m³/y"
"OG0014418","Louisiana",32.03806227,-93.39326545,"operating",2024,"production","gas","2022.0",63.23264902,"million m³/y"
"OG0014419","Louisiana",31.80485421,-93.75956745,"operating",2024,"production","gas","2022.0",17.29488886,"million m³/y"
"OG0014443","Louisiana",32.0204576,-93.45241014,"operating",2020,"production","gas","2022.0",1.532266742,"million m³/y"
"OG0014447","Louisiana",32.0759106,-93.33809552,"operating",2020,"production","gas","2020.0",147.6260796,"million m³/y"
"OG0014451","Louisiana",31.93244081,-93.92609587,"operating",2020,"production","gas","2020.0",44.43494266,"million m³/y"
"OG0014456","Louisiana",31.98076488,-93.99457456,"operating",2024,"production","oil","2022.0",0.013865,"million bbl/y"
"OG0014562","Louisiana",29.08979909,-90.14878324,"operating",2024,"production","gas","2022.0",17.55089905,"million m³/y"
"OG0014562","Louisiana",29.08979909,-90.14878324,"operating",2024,"production","oil","2020.0",1.321374,"million bbl/y"
"OG0014576","Louisiana",29.19531289,-91.10466008,"operating",2024,"production","condensate","2020.0",0.314833,"million bbl/y"
"OG0014519","Federal offshore",28.631,-92.1175,"operating",2023,"production","gas","2022.0",65.20237859,"million m³/y"
"OG0014519","Federal offshore",28.631,-92.1175,"operating",2023,"production","oil","2023.0",0.812809,"million bbl/y"
"OG0014522","Colorado",39.55217959,-108.1289748,"operating",2024,"production","oil","2024.0",0.165776,"million bbl/y"
"OG0014523","Colorado",39.46255879,-107.721345,"operating",2024,"production","oil","2024.0",0.077582,"million bbl/y"
"OG0014524","Colorado",39.40868218,-108.0204516,"operating",2024,"production","oil","2024.0",0.006359,"million bbl/y"
"OG0014525","Colorado",39.45587958,-107.8760367,"operating",2024,"production","oil","2024.0",0.006312,"million bbl/y"
"OG0014559","Federal offshore",29.27025,-88.7625,"operating",2023,"production","gas","2023.0",49.56282033,"million m³/y"
